age_grp,Count,Notes,Rate
15-17,1000.0,,3.85
15-17,1042.0,,4.08
15-17,938.0,,3.73
15-17,942.0,,3.8
15-17,917.0,,3.78
15-17,862.0,,3.61
15-17,932.0,,3.94
15-17,960.0,,4.05
15-17,1105.0,,4.61
15-17,14951.0,,4.01
